"GridSize","seed","alpha","lambda","beta","type","SNorm","SNormTapered","SNormSeparTapered","L1Selected","L2Selected"
40,29,1,2,0,"trapezoid",15.7832523508687,3.0620617809687,1.90703512914413,5,5
40,30,1,2,0,"trapezoid",24.5202904725877,5.94213580679562,4.91631762475877,8,4
40,31,1,2,0,"trapezoid",10.1847685978661,5.69266120767686,5.17493672167873,6,4
40,32,1,2,0,"trapezoid",11.9087934278607,10.5002566840867,10.0845805946094,4,3
40,33,1,2,0,"trapezoid",12.13128687439,7.23855073938166,3.86175285907454,8,5
40,34,1,2,0,"trapezoid",21.6167814467581,7.51584885788528,5.40915563982895,4,5
40,35,1,2,0,"trapezoid",17.5432815250132,9.36716078579963,4.32145605200635,5,12
40,36,1,2,0,"trapezoid",12.0474841651191,4.62633995707461,4.86348431820672,5,6
40,37,1,2,0,"trapezoid",18.7527672332889,5.86638323579801,3.58626207248397,4,4
40,38,1,2,0,"trapezoid",12.27149948441,6.47668122699459,7.2616290360427,4,5
40,39,1,2,0,"trapezoid",16.5690676339176,10.2835749653941,7.23991390077246,4,5
40,40,1,2,0,"trapezoid",10.6386955744458,4.45715860093037,1.46569193845747,6,5
40,41,1,2,0,"trapezoid",15.1579608168005,2.39106599548303,1.9961933656091,5,5
40,42,1,2,0,"trapezoid",26.6071604181839,6.48240546365288,2.39495939819105,5,6
40,43,1,2,0,"trapezoid",20.7620587158796,8.75651935671096,5.30747530971383,7,15
40,44,1,2,0,"trapezoid",29.8096329365925,7.636720161169,4.75340149467538,5,4
40,45,1,2,0,"trapezoid",17.2094916517355,5.69415159695959,2.44250181469555,4,5
40,46,1,2,0,"trapezoid",20.8638394420577,4.23761883137202,0.976134787430435,6,5
40,47,1,2,0,"trapezoid",11.0698784400703,8.80874658224589,5.79457057842965,4,5
40,48,1,2,0,"trapezoid",27.6372868133272,14.9655032729711,5.59641149843568,7,6
40,49,1,2,0,"trapezoid",30.8790002193175,8.72696141905938,3.86612953420835,5,6
40,50,1,2,0,"trapezoid",16.9832987717417,6.82339357921212,5.77001464896664,4,4
40,51,1,2,0,"trapezoid",25.1778580218759,14.2349627095376,5.86215681958434,8,11
40,52,1,2,0,"trapezoid",10.2505865993008,4.29907615845043,5.31183086595012,5,6
40,53,1,2,0,"trapezoid",10.7071140302111,3.59804102183266,4.88271004275124,4,5
40,54,1,2,0,"trapezoid",20.3465041627351,3.51335232820349,3.24514536510691,4,5
40,55,1,2,0,"trapezoid",8.25918329102354,3.0761348697006,2.930054755957,5,6
40,56,1,2,0,"trapezoid",13.6920534849817,11.2848492699645,8.59048246718936,14,4
40,57,1,2,0,"trapezoid",23.0301570337643,13.10615834595,16.9292162600175,5,8
40,58,1,2,0,"trapezoid",12.1715771426437,4.74133542929291,6.04362750500867,11,5
40,59,1,2,0,"trapezoid",17.425877254506,4.23207424916926,2.17110144706154,5,6
40,60,1,2,0,"trapezoid",15.9148220775817,8.22461204103448,6.6644569632543,8,7
40,61,1,2,0,"trapezoid",16.2235609789478,3.48772179488541,3.9370612425585,5,5
40,62,1,2,0,"trapezoid",13.8236679346844,4.3806135492982,2.84282990647997,5,4
40,63,1,2,0,"trapezoid",15.2972582867325,3.56859950935115,5.01737238140543,5,4
40,64,1,2,0,"trapezoid",15.7569265380745,4.77850419031234,2.44978258853736,7,5
40,65,1,2,0,"trapezoid",19.4999220544631,5.70285644893726,4.28233995939645,4,5
40,66,1,2,0,"trapezoid",12.6509177396171,8.24842072967043,7.56991435350802,5,4
40,67,1,2,0,"trapezoid",13.7688580247073,5.28104379319592,2.82034105518615,5,7
40,68,1,2,0,"trapezoid",12.7633951652213,8.17528547706503,8.08083512291693,4,4
40,69,1,2,0,"trapezoid",12.4458246914811,6.49382212245141,4.99810027223489,5,5
40,70,1,2,0,"trapezoid",12.7551224553572,10.2751239511848,9.81150697696873,4,4
40,71,1,2,0,"trapezoid",12.7017825522831,8.2972253327436,5.13620193887748,4,5
40,72,1,2,0,"trapezoid",16.9623377150859,7.88230730805219,5.29864267708288,4,4
40,73,1,2,0,"trapezoid",25.7437006931699,4.48248929259787,3.17741104079684,4,5
40,74,1,2,0,"trapezoid",12.0903379720912,4.08067643462071,2.73017001962498,6,5
40,75,1,2,0,"trapezoid",10.1418208179411,3.63279154325734,5.3423790180154,6,5
40,76,1,2,0,"trapezoid",14.795941750314,10.0411787052072,9.83532232494478,4,4
40,77,1,2,0,"trapezoid",23.9547974983095,3.59781782701904,2.31373190902848,4,5
40,78,1,2,0,"trapezoid",14.0817769656439,4.13210469669485,1.93153820084275,5,5
40,79,1,2,0,"trapezoid",13.3233464533723,3.37678522158305,3.92538780192506,6,4
40,80,1,2,0,"trapezoid",19.0911907521051,12.1229077846937,4.1410642621979,12,5
40,81,1,2,0,"trapezoid",10.9272546288578,7.83972593140592,7.31450934492935,4,5
40,82,1,2,0,"trapezoid",16.6091086189205,7.18389394370604,4.90235177209896,5,5
40,83,1,2,0,"trapezoid",18.8867568282731,4.5883332032242,2.98249726934446,4,6
40,84,1,2,0,"trapezoid",11.8666230506156,3.83652305599336,6.90592685116471,4,5
40,85,1,2,0,"trapezoid",40.8777494993151,26.0497455369531,8.72887348334163,10,12
40,86,1,2,0,"trapezoid",12.5060574752046,9.23489218797739,8.22162558951168,5,4
40,87,1,2,0,"trapezoid",31.0568062576769,17.330658491855,7.50652362090338,8,9
40,88,1,2,0,"trapezoid",21.7070390918257,5.92806244169081,1.45580153936484,6,6
40,89,1,2,0,"trapezoid",26.7345901195525,9.09794375867096,3.20370804099158,6,5
40,90,1,2,0,"trapezoid",15.0533555471422,6.35159280404317,6.25859012046088,4,4
40,91,1,2,0,"trapezoid",22.9294212955706,3.98743182678614,4.81957706072172,5,5
40,92,1,2,0,"trapezoid",17.6843081776437,4.59846311083512,2.91293351845948,5,6
40,93,1,2,0,"trapezoid",18.923880895888,2.84212345873787,2.48183669308669,4,6
40,94,1,2,0,"trapezoid",17.3684557685778,3.07217626781528,0.70032775946735,6,5
40,95,1,2,0,"trapezoid",29.3162878979298,14.2592359352872,9.10474089174471,11,6
40,96,1,2,0,"trapezoid",34.2161349289733,12.5306050220365,6.88629799645546,6,7
40,97,1,2,0,"trapezoid",16.7965802535848,4.55639492049699,2.5710661111897,4,6
40,98,1,2,0,"trapezoid",15.4977632234794,5.54096211534598,3.95077605548171,4,6
40,99,1,2,0,"trapezoid",38.4474523585572,27.3322243225201,9.40870856385047,17,11
40,100,1,2,0,"trapezoid",14.2914261382154,10.9508938489354,8.932505144078,4,3
40,1,1,4,0,"trapezoid",44.2745558615436,34.1667693864148,35.8748281521813,7,8
40,2,1,4,0,"trapezoid",31.1342613129051,28.1681232494241,13.5626999675289,7,7
40,3,1,4,0,"trapezoid",50.5412634204899,42.2515284614319,39.6006091990986,7,7
40,4,1,4,0,"trapezoid",37.9822480014625,26.3588706896631,26.3970356059837,9,7
40,5,1,4,0,"trapezoid",29.1083003056156,16.220535080098,16.542163758609,12,8
40,6,1,4,0,"trapezoid",46.3143078278662,32.1843455334328,21.843498404262,9,8
40,7,1,4,0,"trapezoid",66.1000315606788,42.1889504125653,19.6295588486809,11,13
40,8,1,4,0,"trapezoid",46.8724965502827,26.897755068978,18.937907064566,18,6
40,9,1,4,0,"trapezoid",45.9631648649002,40.5690676617608,34.5283931104053,5,10
40,10,1,4,0,"trapezoid",38.1371070726258,34.9301250433229,34.092871149029,8,6
40,11,1,4,0,"trapezoid",40.5140629441921,25.5731321481661,25.5006986823058,8,11
40,12,1,4,0,"trapezoid",28.2872085305339,12.7050804745235,25.9351971351324,9,8
40,13,1,4,0,"trapezoid",32.5641799292928,22.7871463278153,18.9552564482923,11,6
40,14,1,4,0,"trapezoid",90.885983278943,45.2454108197219,23.09368044813,8,16
40,15,1,4,0,"trapezoid",26.7993014673303,16.9378017474005,19.0135174293586,8,15
40,16,1,4,0,"trapezoid",38.3309911784518,26.2057254774254,21.1323211656153,8,11
40,17,1,4,0,"trapezoid",52.652593739606,49.6643717122608,40.7169694483592,7,16
40,18,1,4,0,"trapezoid",75.5324901283939,50.5315536113775,34.8009438903149,9,30
40,19,1,4,0,"trapezoid",51.7801281512038,48.5717433692727,34.6639897210772,14,12
40,20,1,4,0,"trapezoid",82.2897147308837,66.752206073478,14.2473490676246,13,22
40,21,1,4,0,"trapezoid",55.4020014771897,46.573688885164,16.4038459937099,9,22
40,22,1,4,0,"trapezoid",70.0820047251543,68.9066540957652,28.6307260027284,26,23
40,23,1,4,0,"trapezoid",44.2248821444938,25.5827322358888,27.8887063247022,8,7
40,24,1,4,0,"trapezoid",50.6590054172921,45.562581363209,40.6437566933504,7,5
40,25,1,4,0,"trapezoid",40.0142223310005,24.9527664380108,18.8411352901204,10,8
40,26,1,4,0,"trapezoid",37.7482971332873,34.8986799526441,21.2223185673717,9,7
40,27,1,4,0,"trapezoid",71.2788727134313,51.1636262341682,23.0004776294974,11,17
40,28,1,4,0,"trapezoid",32.9773879582015,23.2543426948972,13.8834432747625,8,10
40,29,1,4,0,"trapezoid",37.2642434522729,23.6991214353576,22.9107450984892,20,9
40,30,1,4,0,"trapezoid",44.7106139461859,42.2655543801925,20.049087045023,21,8
40,31,1,4,0,"trapezoid",32.7399295953139,21.4622186914156,21.5227070602484,13,6
40,32,1,4,0,"trapezoid",44.7160687969769,38.3615406299018,43.2359209049195,8,7
40,33,1,4,0,"trapezoid",40.6358629592501,28.247416175413,20.0737868636043,8,12
40,34,1,4,0,"trapezoid",46.4170287901315,45.9863195994172,42.0637755538002,8,17
40,35,1,4,0,"trapezoid",60.787146829296,23.8362980200717,9.62755242339675,8,9
40,36,1,4,0,"trapezoid",44.5184144926856,27.2389625880605,26.8517812535834,6,10
40,37,1,4,0,"trapezoid",51.0946918866752,52.1560132722804,40.5803609886578,14,14
40,38,1,4,0,"trapezoid",39.9861033275312,31.7422628656809,28.3936770929903,19,7
40,39,1,4,0,"trapezoid",38.5475031923478,39.7721659345286,39.4626900828891,6,6
40,40,1,4,0,"trapezoid",39.3616354550144,32.5003876633909,23.7730975062327,15,11
40,41,1,4,0,"trapezoid",42.2970391196206,39.2156954774416,18.0543967458697,12,10
40,42,1,4,0,"trapezoid",71.7194131876302,54.8359832055945,22.4669430829444,11,20
40,43,1,4,0,"trapezoid",41.1509643678173,28.7210698082375,21.3992842400095,8,9
40,44,1,4,0,"trapezoid",32.0727207152582,18.0981464077145,11.1261140367241,8,7
40,45,1,4,0,"trapezoid",46.1610094070877,31.5109166217136,19.9600216801919,15,5
40,46,1,4,0,"trapezoid",44.3835670938632,33.9516433740612,24.0928682810684,6,10
40,47,1,4,0,"trapezoid",37.9221261600898,32.4179525886394,17.5051437508589,16,15
40,48,1,4,0,"trapezoid",78.8260846522719,49.7029687888832,52.6242467768714,11,12
40,49,1,4,0,"trapezoid",34.6877342846932,30.9421671561534,16.0368991511478,19,7
40,50,1,4,0,"trapezoid",45.3471710889647,36.2090567327977,33.4751168624132,8,6
40,51,1,4,0,"trapezoid",47.0018819961089,35.7335400939388,16.2363192098492,13,14
40,52,1,4,0,"trapezoid",59.1102006668176,49.2700847682484,23.6296039121771,19,13
40,53,1,4,0,"trapezoid",29.2089926986813,21.2914337413173,18.8357180244538,8,10
40,54,1,4,0,"trapezoid",44.2193250044835,29.0881629638389,10.052093894603,9,13
40,55,1,4,0,"trapezoid",31.3550517794957,18.8871683675747,24.1329113014931,8,7
40,56,1,4,0,"trapezoid",50.4161421131566,48.3742252215565,43.559556977471,12,15
40,57,1,4,0,"trapezoid",70.5535171085558,50.1545337703151,61.1029953508898,7,26
40,58,1,4,0,"trapezoid",42.9673482457656,26.9864438098587,28.7951220308122,10,6
40,59,1,4,0,"trapezoid",41.4112773912557,15.665716673432,24.2116640701349,9,7
40,60,1,4,0,"trapezoid",41.3464017322676,29.3212883674246,19.3796424878936,16,8
40,61,1,4,0,"trapezoid",37.7357686328974,23.5475820252336,17.6237327301294,7,11
40,62,1,4,0,"trapezoid",41.0015204655886,27.5246491110575,4.48798377066341,11,9
40,63,1,4,0,"trapezoid",35.2066512844513,16.8484588538187,9.21782255541563,16,9
40,64,1,4,0,"trapezoid",29.5012543287123,7.60722377660737,4.19595925730899,8,10
40,65,1,4,0,"trapezoid",42.9658310752861,40.1864790237744,20.7503605116555,16,12
40,66,1,4,0,"trapezoid",47.1390316705735,38.1401591090768,34.3675515396032,11,7
40,67,1,4,0,"trapezoid",49.3964731130071,34.2829118748356,25.8721673212746,6,9
40,68,1,4,0,"trapezoid",54.2227793762657,54.0442890849369,43.1879063279848,6,15
40,69,1,4,0,"trapezoid",46.7603886421129,29.3146022195963,26.1835427280219,6,16
40,70,1,4,0,"trapezoid",45.7941667728745,40.1335857979539,34.5949719066437,9,8
40,71,1,4,0,"trapezoid",46.8935152082707,42.5617665048146,34.4368564183296,8,6
40,72,1,4,0,"trapezoid",34.629219508667,33.6221945868838,32.8572643275097,6,9
40,73,1,4,0,"trapezoid",49.8757526964459,47.2312435486416,24.5994733265225,11,19
40,74,1,4,0,"trapezoid",32.6279576876644,31.3704703719313,22.9216082959074,8,23
40,75,1,4,0,"trapezoid",41.6670349566888,28.4666044279713,23.971014928274,23,7
40,76,1,4,0,"trapezoid",54.1819898367244,48.0987100372897,44.8904890597862,6,8
40,77,1,4,0,"trapezoid",41.0002841464751,22.0418735884957,20.1292886839765,7,7
40,78,1,4,0,"trapezoid",39.9601865572058,32.3005495778845,18.2936254192905,9,20
40,79,1,4,0,"trapezoid",60.8335841539944,46.6733096244509,32.121393938378,24,9
40,80,1,4,0,"trapezoid",50.0952406386895,49.1557046175489,40.8058323167744,14,26
40,81,1,4,0,"trapezoid",44.8787131294562,40.1762463757623,36.7164779740106,10,6
40,82,1,4,0,"trapezoid",46.2071807045545,46.9531227131324,35.9642015865935,14,12
40,83,1,4,0,"trapezoid",51.1891658056638,38.9123383235858,31.4572452726361,8,6
40,84,1,4,0,"trapezoid",36.5235826213802,22.3871778677454,27.4772668279048,8,10
40,85,1,4,0,"trapezoid",42.9022314122747,22.8574161464292,5.96421291306134,9,8
40,86,1,4,0,"trapezoid",45.0051377338097,33.5256838983947,39.2523840979475,5,11
40,87,1,4,0,"trapezoid",57.2501705889714,26.8463078155207,18.9837555370483,12,13
40,88,1,4,0,"trapezoid",41.6112648478604,20.1508432071905,12.7173925358973,10,11
40,89,1,4,0,"trapezoid",42.6125953633617,31.2348234864834,24.159386094165,7,15
40,90,1,4,0,"trapezoid",43.6372661313422,38.0219340397356,35.6569075752072,15,7
40,91,1,4,0,"trapezoid",67.5884180430404,42.436995046461,31.4007109015889,12,13
40,92,1,4,0,"trapezoid",42.6504385628579,42.8626684753674,28.25509783895,10,20
40,93,1,4,0,"trapezoid",35.5387413265107,21.6114849773862,12.6873669330855,10,10
40,94,1,4,0,"trapezoid",44.8679081589351,20.5264386479525,10.4852736355484,8,10
40,95,1,4,0,"trapezoid",62.4653124980052,56.8407028923365,40.0325173047514,11,27
40,96,1,4,0,"trapezoid",80.7728700652499,75.0092409346246,51.5044636452093,27,13
40,97,1,4,0,"trapezoid",36.2327084581024,23.2758168140633,11.4585506038361,12,13
40,98,1,4,0,"trapezoid",40.01025743906,30.4977652625932,24.3148593437977,10,8
40,99,1,4,0,"trapezoid",71.6696475129457,66.7907725587376,26.6294095573219,21,18
40,100,1,4,0,"trapezoid",50.5829718998455,49.5040206705239,43.6153980722576,8,7
40,1,1,6,0,"trapezoid",90.5517107048669,86.2522696860024,77.9290963959611,9,13
40,2,1,6,0,"trapezoid",79.6663682217182,64.4976272648894,38.5684006707273,8,12
40,3,1,6,0,"trapezoid",104.082661890514,101.202149267232,93.3026512194245,15,12
40,4,1,6,0,"trapezoid",97.7372078798657,100.031845537803,68.7596113489295,18,16
40,5,1,6,0,"trapezoid",69.2782250412929,48.814895196722,46.7701767040189,31,8
40,6,1,6,0,"trapezoid",83.5775222698634,66.9681043992603,65.3791917558044,9,9
40,7,1,6,0,"trapezoid",125.737651424736,113.614694811173,56.3946225584514,30,16
40,8,1,6,0,"trapezoid",99.3290548254089,85.3302065178762,55.4376285004004,21,8
40,9,1,6,0,"trapezoid",96.1708986496793,97.7565563510026,87.1653672005562,6,10
40,10,1,6,0,"trapezoid",91.7994689827209,82.5672324844929,76.5019053477455,14,7
40,11,1,6,0,"trapezoid",71.7648571170222,50.6128855556804,62.1997777464923,14,10
40,12,1,6,0,"trapezoid",60.8025047721651,60.6795315798646,50.8169494325131,28,30
40,13,1,6,0,"trapezoid",70.0329049401968,50.8287750874282,52.7362771292972,21,9
40,14,1,6,0,"trapezoid",123.976573572713,123.700970917644,94.6689735858825,37,19
40,15,1,6,0,"trapezoid",71.925646730811,49.8809602468131,49.4846892150465,14,11
40,16,1,6,0,"trapezoid",87.9215561801623,85.1232681722215,75.1972089249583,16,22
40,17,1,6,0,"trapezoid",104.84812380069,92.2131816499918,85.6633078581802,8,7
40,18,1,6,0,"trapezoid",101.453870828232,101.396379276028,91.948986161566,37,35
40,19,1,6,0,"trapezoid",106.504272079074,101.875236516069,97.4313140896131,11,7
40,20,1,6,0,"trapezoid",60.1962480915524,32.6851766304782,14.9870231154964,15,12
40,21,1,6,0,"trapezoid",56.487304720666,52.2981566335677,36.7864495636873,29,10
40,22,1,6,0,"trapezoid",99.3135358346451,62.6715273737833,43.765395976459,13,22
40,23,1,6,0,"trapezoid",90.3395748597465,82.6620874840784,73.6813021788601,19,12
40,24,1,6,0,"trapezoid",99.2326764293034,96.755230752705,95.6023294038783,7,7
40,25,1,6,0,"trapezoid",74.3354835781119,56.1932273607912,52.8788344253734,8,11
40,26,1,6,0,"trapezoid",86.1503445354091,68.1292803626038,54.5753366109842,25,7
40,27,1,6,0,"trapezoid",71.0725751623734,60.4690368048565,37.4749621725298,14,9
40,28,1,6,0,"trapezoid",74.5489388809714,56.8071026536016,48.4706954323592,10,11
40,29,1,6,0,"trapezoid",96.96870635476,95.2171220073758,55.7531988800436,24,25
40,30,1,6,0,"trapezoid",98.5532315058266,90.0638017384838,64.1336140866095,10,18
40,31,1,6,0,"trapezoid",70.4842414589405,50.8043481024326,58.7183772186483,17,8
40,32,1,6,0,"trapezoid",86.036680941056,76.6010962327537,92.2092533530905,17,10
40,33,1,6,0,"trapezoid",92.7219912585126,78.6253368553147,67.2470890212691,11,11
40,34,1,6,0,"trapezoid",87.464556966497,83.0670576448053,73.4879359008288,16,18
40,35,1,6,0,"trapezoid",90.1333173931988,53.2466576723345,32.2637968957714,32,9
40,36,1,6,0,"trapezoid",81.001342802103,80.0761371732112,79.5015156152974,29,16
40,37,1,6,0,"trapezoid",105.025829202724,104.532399117849,85.1071733224541,26,7
40,38,1,6,0,"trapezoid",82.5800729538795,63.8004845316432,67.9011293586222,8,20
40,39,1,6,0,"trapezoid",95.2166705965273,82.0495350431377,87.7252785696374,11,7
40,40,1,6,0,"trapezoid",88.1390092999981,73.2895065524692,60.851012876849,10,9
40,41,1,6,0,"trapezoid",83.085557468043,76.0081493558239,52.7875569371191,22,9
40,42,1,6,0,"trapezoid",98.217626114361,97.0738199824582,65.2192097539645,15,12
40,43,1,6,0,"trapezoid",65.7416094652926,52.8775070105689,47.2191087515766,12,20
40,44,1,6,0,"trapezoid",67.0579030535547,41.6027248512198,28.0851657166418,8,23
40,45,1,6,0,"trapezoid",92.9785446572908,89.065375906883,58.9310561403083,9,22
40,46,1,6,0,"trapezoid",94.3307324687118,95.4393537895551,77.1322801282825,11,18
40,47,1,6,0,"trapezoid",96.5783831394001,84.6791982769245,76.0317821901364,10,10
40,48,1,6,0,"trapezoid",112.838348869528,61.9338672642308,89.0614341322451,13,13
40,49,1,6,0,"trapezoid",56.7092506822893,42.5517054292908,27.4369272185383,13,18
40,50,1,6,0,"trapezoid",89.7349600986446,74.9143651496589,79.1455709300356,7,15
40,51,1,6,0,"trapezoid",92.5100951523106,69.2976813026598,50.837262856569,10,10
40,52,1,6,0,"trapezoid",72.5937757714985,72.7202460673695,33.2376533955601,24,25
40,53,1,6,0,"trapezoid",81.0054647800662,61.9383249401308,47.6998377003389,19,11
40,54,1,6,0,"trapezoid",81.8100046474762,73.5494731346946,36.0489115728353,21,15
40,55,1,6,0,"trapezoid",68.3798420816548,49.4737413245882,51.5488868769225,12,12
40,56,1,6,0,"trapezoid",98.4137190637148,85.3090068950529,91.5635012693118,9,18
40,57,1,6,0,"trapezoid",115.356074947649,100.365523503396,84.7252456683339,12,17
40,58,1,6,0,"trapezoid",91.0330274755074,74.893933672879,71.175023546179,8,11
40,59,1,6,0,"trapezoid",79.6528479541419,56.7261201058728,52.9667769940699,10,11
40,60,1,6,0,"trapezoid",89.5879175542789,90.5477832090656,68.1136356218911,21,24
40,61,1,6,0,"trapezoid",63.9749885631048,48.6653713178767,35.2804418774742,11,21
40,62,1,6,0,"trapezoid",74.7158451794232,51.9399824985019,37.7976627607851,13,9
40,63,1,6,0,"trapezoid",49.5467976341872,30.8552406579768,16.5789154932536,19,11
40,64,1,6,0,"trapezoid",58.2706999298395,34.092646585113,12.8320270218156,11,14
40,65,1,6,0,"trapezoid",79.6800708717169,76.7114488766154,50.5919406985404,20,7
40,66,1,6,0,"trapezoid",100.568939608539,99.0371553540541,83.6615603345146,21,17
40,67,1,6,0,"trapezoid",88.1764718231176,88.8773626008371,71.6691726195814,17,25
40,68,1,6,0,"trapezoid",105.041433476614,99.2696056607834,93.4853066508133,8,8
40,69,1,6,0,"trapezoid",103.910017435058,102.877376175458,90.1280529657788,10,20
40,70,1,6,0,"trapezoid",80.8946001885002,78.2973571642044,81.586502756234,26,14
40,71,1,6,0,"trapezoid",106.031786412422,106.391608434645,97.7756767447386,20,15
40,72,1,6,0,"trapezoid",92.990938425951,80.0444367627607,79.4315487330635,10,9
40,73,1,6,0,"trapezoid",104.566821393161,104.560819157223,79.8455382009883,10,21
40,74,1,6,0,"trapezoid",60.5040730278584,44.2224649349832,41.3679997398361,12,11
40,75,1,6,0,"trapezoid",80.2244662621121,70.6852777998274,54.6801335496948,12,9
40,76,1,6,0,"trapezoid",107.255030102018,102.594773688305,101.045138144609,8,8
40,77,1,6,0,"trapezoid",72.3848198233397,61.1289889823151,49.6616552197679,11,12
40,78,1,6,0,"trapezoid",82.1784638866471,75.8737110213378,46.523842790951,24,10
40,79,1,6,0,"trapezoid",92.8306577253567,88.234899331936,63.9263724421449,15,22
40,80,1,6,0,"trapezoid",102.890131757868,98.6975526985542,95.3042095385278,6,6
40,81,1,6,0,"trapezoid",91.9847303248734,89.431668419033,84.1734686568055,12,14
40,82,1,6,0,"trapezoid",98.6632532233411,91.8593815529001,73.7604324267449,8,15
40,83,1,6,0,"trapezoid",106.790020357647,100.210135420148,77.3390167145043,7,9
40,84,1,6,0,"trapezoid",92.5063653621282,86.1250783156169,78.2993840035834,12,25
40,85,1,6,0,"trapezoid",89.628775283402,90.5446736738713,45.700031557835,18,17
40,86,1,6,0,"trapezoid",82.0950465039092,76.3181470208057,81.1525011490939,12,14
40,87,1,6,0,"trapezoid",119.951601845138,60.8668753448638,66.9808868330447,10,24
40,88,1,6,0,"trapezoid",69.1514342538533,34.1698238250036,32.9261227194413,11,15
40,89,1,6,0,"trapezoid",79.7937318831276,78.6626124947785,44.3793384824042,23,24
40,90,1,6,0,"trapezoid",97.8158236950239,82.1394308896325,76.7011823683004,7,11
40,91,1,6,0,"trapezoid",100.960353349396,68.193373913184,39.6209647407594,14,12
40,92,1,6,0,"trapezoid",84.8409061098057,73.0471686623462,59.2600786747181,9,10
40,93,1,6,0,"trapezoid",91.5117697501193,91.7710771576146,84.7072032065496,15,20
40,94,1,6,0,"trapezoid",65.2779659648805,57.45989966902,29.0445279451354,9,16
40,95,1,6,0,"trapezoid",72.2045493164477,69.5328738517966,38.7899906784861,17,26
40,96,1,6,0,"trapezoid",116.285913704111,105.857103247111,86.9161110057583,28,14
40,97,1,6,0,"trapezoid",71.4537423298565,68.7892235609267,45.8347208915825,30,20
40,98,1,6,0,"trapezoid",92.2668549069248,82.5149262968615,61.6164356985751,12,27
40,99,1,6,0,"trapezoid",106.824501900807,106.163326918397,74.4091396533896,29,22
40,100,1,6,0,"trapezoid",108.604345800306,100.906020009727,100.202153246012,7,8
50,1,1,2,0,"trapezoid",13.0775524942861,6.0872421194052,6.9480536133663,5,4
50,2,1,2,0,"trapezoid",32.3936937356965,5.06987178231265,3.65729190087922,5,5
50,3,1,2,0,"trapezoid",11.756800864014,7.82412722403402,7.08093673349691,4,5
50,4,1,2,0,"trapezoid",25.1345684833833,3.94718440044331,5.57636709362923,5,5
50,5,1,2,0,"trapezoid",13.7491510375048,3.88184201851964,1.8217286172359,7,6
50,6,1,2,0,"trapezoid",19.1735794809925,3.61527354817161,2.82931118898407,5,7
50,7,1,2,0,"trapezoid",38.4041280672938,4.15429419901794,3.0629868339949,5,6
50,8,1,2,0,"trapezoid",24.0580762747089,9.3903947920041,4.0172061556904,6,11
50,9,1,2,0,"trapezoid",17.9398906262738,6.46012273854767,4.75082762659944,5,5
50,10,1,2,0,"trapezoid",13.193776492684,6.40094516753418,4.7347016181731,5,6
50,11,1,2,0,"trapezoid",12.3513294391462,6.25527440739546,5.10317649738013,6,5
50,12,1,2,0,"trapezoid",14.9441056772288,7.00723620643977,5.93352736060108,11,6
50,13,1,2,0,"trapezoid",16.0058439122971,4.39930439478645,2.75845140031874,4,6
50,14,1,2,0,"trapezoid",16.9257621106717,4.12200591991658,1.17276292009536,6,6
50,15,1,2,0,"trapezoid",13.3386861520649,5.03359706341012,3.1413867428175,7,4
50,16,1,2,0,"trapezoid",12.7494702175308,4.16791866941745,2.9455685759602,6,5
50,17,1,2,0,"trapezoid",16.1547396175949,7.33663218849891,2.23631094012349,5,5
50,18,1,2,0,"trapezoid",38.3955332906009,7.81846807956352,3.1203741314051,6,7
50,19,1,2,0,"trapezoid",20.4743586292076,9.92539373370237,4.5439770480353,5,5
50,20,1,2,0,"trapezoid",33.1382485110934,2.98008285980574,1.7303973738636,5,7
50,21,1,2,0,"trapezoid",31.3188497684816,7.1155607511172,3.46075212425572,9,6
50,22,1,2,0,"trapezoid",21.7398734145499,5.02469189072511,1.47811766604353,7,6
50,23,1,2,0,"trapezoid",15.7454839097537,5.02378027174935,2.55025140639224,6,6
50,24,1,2,0,"trapezoid",14.7207968839855,9.43054201749706,4.68499448451382,5,5
50,25,1,2,0,"trapezoid",16.0827380222582,1.84119570342525,1.70208903086988,6,6
50,26,1,2,0,"trapezoid",18.8565697469188,2.83003117301336,1.10487929887174,5,6
50,27,1,2,0,"trapezoid",18.4506486890755,4.844199877958,2.71956674327963,5,7
50,28,1,2,0,"trapezoid",15.572160360951,5.51387868133737,2.41267684228597,6,8
50,29,1,2,0,"trapezoid",22.7985157232253,8.66571495700438,6.80592949295907,10,10
50,30,1,2,0,"trapezoid",21.3745215727018,5.17509531298578,3.62800900468538,7,4
50,31,1,2,0,"trapezoid",12.7785146704957,5.14063311216798,4.50426483191751,6,5
50,32,1,2,0,"trapezoid",13.324607345676,10.223377852005,8.6755252059109,4,4
50,33,1,2,0,"trapezoid",15.9389205330572,6.35569113483081,5.79309141308163,5,4
50,34,1,2,0,"trapezoid",18.3503601350842,7.04630464564557,4.40343839796439,4,6
50,35,1,2,0,"trapezoid",16.4540012579485,3.19663183099089,3.11583078691794,5,7
50,36,1,2,0,"trapezoid",10.6519820536079,3.57596449623397,5.95628186208216,5,5
50,37,1,2,0,"trapezoid",25.385703896191,5.4195848324167,1.77619269094383,5,5
50,38,1,2,0,"trapezoid",14.4638322544613,6.42238920662169,6.50991715969838,4,5
50,39,1,2,0,"trapezoid",12.1147983375297,9.53564915546408,4.47574504640637,6,8
50,40,1,2,0,"trapezoid",16.9560510795607,2.2190534713135,2.93576336218892,5,5
